,0,1,2,3,4,5,6,7,8,9
95,1,Bản Kom,Nghệ An,Vietnam,19.39856,104.52513,1574309,VN,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
96,1,Kom,Van,Turkey,38.78333,43.43333,306702,TR,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
97,1,Kom,Mandoul,Chad,9.56893,17.30282,2430085,TD,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
98,1,Kom,Mopti,Mali,15.5074,-4.1045,2454901,ML,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
99,1,Kom,Mopti,Mali,14.183,-3.64929,2454902,ML,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
100,1,Kom,Bago,Myanmar [Burma],18.45,96.25,1318687,MM,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
101,1,Kom,Isiolo,Kenya,1.08333,38.03333,190661,KE,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
102,1,Kom,Zadarska,Croatia,44.08083,15.68944,3215327,HR,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
103,1,Phumĭ Chuŏr Kom,Pursat,Cambodia,12.91447,103.84707,1828700,KH,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
104,1,Kawm Ḩamādah,Al Buḩayrah,Egypt,30.76096,30.69733,353828,EG,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%BC&east=180&south=-90&username=jaguillette,geonames
